Age,AgeLower,AgeUpper,CO2,CO2Low1s,CO2High1s,QualityFlag,Source,Site,Latitude,Longitude,doi,Notes
0.866025,,,275.505396,178.003665,386.097992,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,Quality flag denotes samples where either Sz was adjusted by Foster et al substantially and the resulting values might not be reasonable or the calculated values are physically impossible
0.9363758,,,303.018232,208.742464,401.844584,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
0.94040093,,,216.846556,137.362978,302.8495,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
0.95,,,244.166746,153.016272,403.08595,0,Da2015,LingtaiBaoji,35,107.5,https://doi.org/10.1016/j.epsl.2015.05.053,
0.95471249,,,271.304908,185.346776,364.798298,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
0.95672505,,,257.24384,171.442166,352.549731,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.01606602,,,301.682579,204.402289,416.144777,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.01868854,,,225.039234,135.304118,324.776377,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.02393357,,,275.90742,180.855351,378.805569,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.02786735,,,316.924364,214.39235,433.219179,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.02939715,,,273.660305,179.417443,385.736496,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.05905344,,,315.03556,226.746123,413.563987,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.06745344,,,245.486865,176.293675,318.899118,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.07,,,213.84778,134.015752,353.033479,0,Da2015,LingtaiBaoji,35,107.5,https://doi.org/10.1016/j.epsl.2015.05.053,
1.07165344,,,242.539774,172.92745,317.400016,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.16,,,334.666483,209.731335,552.488656,0,Da2015,LingtaiBaoji,35,107.5,https://doi.org/10.1016/j.epsl.2015.05.053,
1.16807417,,,211.680376,120.859745,326.271514,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.17556059,,,236.16704,129.637078,368.294922,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.19417539,,,333.810796,196.933969,507.671308,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.23,,,193.487893,121.256463,319.422084,0,Da2015,LingtaiBaoji,35,107.5,https://doi.org/10.1016/j.epsl.2015.05.053,
1.23,,,216.528049,135.695443,357.458236,0,Da2015,LingtaiBaoji,35,107.5,https://doi.org/10.1016/j.epsl.2015.05.053,
1.27609814,,,233.82214,165.437116,302.486503,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.27678047,,,213.326467,148.392806,278.451035,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.27813047,,,214.342078,149.118654,280.7251,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.28,,,140.874681,88.2844155,232.564858,0,Da2015,LingtaiBaoji,35,107.5,https://doi.org/10.1016/j.epsl.2015.05.053,
1.28143047,,,199.784803,134.195849,268.599397,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.28278047,,,221.258473,152.949884,292.620439,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.31,,,156.512799,98.0846303,258.381256,0,Da2015,LingtaiBaoji,35,107.5,https://doi.org/10.1016/j.epsl.2015.05.053,
1.31,,,196.35058,123.050474,324.147991,0,Da2015,LingtaiBaoji,35,107.5,https://doi.org/10.1016/j.epsl.2015.05.053,
1.329304,,,196.032759,119.21033,282.118017,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.33059223,,,268.736141,177.409512,369.719036,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.33445694,,,201.323307,119.844401,291.244012,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.33574517,,,249.134862,160.669194,353.17879,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.33703341,,,169.244791,95.8889687,250.049562,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.36,,,194.387688,121.820353,320.907524,0,Da2015,LingtaiBaoji,35,107.5,https://doi.org/10.1016/j.epsl.2015.05.053,
1.3863532,,,214.228644,150.811848,280.68661,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.38943012,,,196.942049,136.35427,259.940357,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.39,,,191.660186,120.111062,316.404791,0,Da2015,LingtaiBaoji,35,107.5,https://doi.org/10.1016/j.epsl.2015.05.053,
1.39,,,191.731356,120.155663,316.522283,0,Da2015,LingtaiBaoji,35,107.5,https://doi.org/10.1016/j.epsl.2015.05.053,
1.3963532,,,190.641159,130.302714,256.626733,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.39866089,,,234.712839,164.497624,307.510049,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.42063868,,,261.451319,176.183249,360.272154,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.42389853,,,240.544889,156.436168,337.16276,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.42715837,,,216.458073,141.970812,300.618287,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.43367805,,,252.882825,168.154409,348.98338,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.44,,,193.677775,121.375459,319.735554,0,Da2015,LingtaiBaoji,35,107.5,https://doi.org/10.1016/j.epsl.2015.05.053,
1.48,,,210.086586,131.658658,346.82426,0,Da2015,LingtaiBaoji,35,107.5,https://doi.org/10.1016/j.epsl.2015.05.053,
1.48,,,238.945089,149.743924,394.465707,0,Da2015,LingtaiBaoji,35,107.5,https://doi.org/10.1016/j.epsl.2015.05.053,
1.516,,,190.959591,125.28484,259.3917,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.5192,,,214.553063,144.282142,287.953206,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.52,,,302.608724,189.641135,499.565674,0,Da2015,LingtaiBaoji,35,107.5,https://doi.org/10.1016/j.epsl.2015.05.053,
1.5208,,,185.791736,121.162879,250.650248,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.56,,,229.975633,144.122877,379.65836,0,Da2015,LingtaiBaoji,35,107.5,https://doi.org/10.1016/j.epsl.2015.05.053,
1.56,,,281.728019,176.555456,465.094481,0,Da2015,LingtaiBaoji,35,107.5,https://doi.org/10.1016/j.epsl.2015.05.053,
1.60617229,,,200.665211,136.145709,267.991909,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.64,,,207.445529,130.00354,342.464236,0,Da2015,LingtaiBaoji,35,107.5,https://doi.org/10.1016/j.epsl.2015.05.053,
1.64,,,246.500407,154.478748,406.938505,0,Da2015,LingtaiBaoji,35,107.5,https://doi.org/10.1016/j.epsl.2015.05.053,
1.64702943,,,201.119903,134.458293,269.557744,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.6502632,,,209.813543,140.632214,281.189686,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.65058405,,,200.360895,134.132943,268.405343,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
1.71615464,,,183.828515,124.570159,245.423301,0,Da2019,Luochuan,35.76,109.42,https://doi.org/10.1038/s41467-019-12357-5,
